study,method,seed,identity,system,condition,replicate,sd_nmae,sd_nrmse
diagnostic,timer_xl,17,metropt/permutation/replicate34,metropt,permutation,34,0.33782572338546174,0.6741358068480273
diagnostic,timer_xl,17,metropt/permutation/replicate35,metropt,permutation,35,0.3344055770369786,0.6607616209210947
diagnostic,timer_xl,17,metropt/permutation/replicate36,metropt,permutation,36,0.33775587256393147,0.6916307468508137
diagnostic,timer_xl,17,metropt/permutation/replicate37,metropt,permutation,37,0.3567277879404854,0.6994798971381035
diagnostic,timer_xl,17,metropt/permutation/replicate38,metropt,permutation,38,0.350234037671735,0.664079505920494
diagnostic,timer_xl,17,metropt/permutation/replicate39,metropt,permutation,39,0.3806490057913816,0.7211391802805398
diagnostic,timer_xl,17,metropt/permutation/replicate4,metropt,permutation,4,0.3542453820757996,0.6966635660832542
diagnostic,timer_xl,17,metropt/permutation/replicate40,metropt,permutation,40,0.3591432258890548,0.7359129365507433
diagnostic,timer_xl,17,metropt/permutation/replicate41,metropt,permutation,41,0.3518309428610991,0.7142132324723006
diagnostic,timer_xl,17,metropt/permutation/replicate42,metropt,permutation,42,0.35428974628298804,0.713829635827205
diagnostic,timer_xl,17,metropt/permutation/replicate43,metropt,permutation,43,0.3294987039690909,0.6847737901200115
diagnostic,timer_xl,17,metropt/permutation/replicate44,metropt,permutation,44,0.3545280968680062,0.6804053211017982
diagnostic,timer_xl,17,metropt/permutation/replicate45,metropt,permutation,45,0.3447668152530292,0.7146945416726707
diagnostic,timer_xl,17,metropt/permutation/replicate46,metropt,permutation,46,0.3278358015355254,0.6940751468395825
diagnostic,timer_xl,17,metropt/permutation/replicate47,metropt,permutation,47,0.36739407677709346,0.6808065946178925
diagnostic,timer_xl,17,metropt/permutation/replicate48,metropt,permutation,48,0.34170946211270614,0.6767981467389284
diagnostic,timer_xl,17,metropt/permutation/replicate49,metropt,permutation,49,0.35621162330090517,0.7183420459324346
diagnostic,timer_xl,17,metropt/permutation/replicate5,metropt,permutation,5,0.34962272749566486,0.7283613627501424
diagnostic,timer_xl,17,metropt/permutation/replicate50,metropt,permutation,50,0.35827121456132915,0.7280140599734657
diagnostic,timer_xl,17,metropt/permutation/replicate51,metropt,permutation,51,0.351325713623541,0.6730437746199656
diagnostic,timer_xl,17,metropt/permutation/replicate52,metropt,permutation,52,0.34250103161904694,0.6630846257219196
diagnostic,timer_xl,17,metropt/permutation/replicate53,metropt,permutation,53,0.3471986658754872,0.6900754482003599
diagnostic,timer_xl,17,metropt/permutation/replicate54,metropt,permutation,54,0.3584723130817096,0.699393827832152
diagnostic,timer_xl,17,metropt/permutation/replicate55,metropt,permutation,55,0.3283946539933056,0.7133337069512804
diagnostic,timer_xl,17,metropt/permutation/replicate56,metropt,permutation,56,0.3155932491529388,0.6547986326989947
diagnostic,timer_xl,17,metropt/permutation/replicate57,metropt,permutation,57,0.336220804957471,0.7115990097876744
diagnostic,timer_xl,17,metropt/permutation/replicate58,metropt,permutation,58,0.32552948852194663,0.6731325031551865
diagnostic,timer_xl,17,metropt/permutation/replicate59,metropt,permutation,59,0.33578459290230556,0.6894452365708409
diagnostic,timer_xl,17,metropt/permutation/replicate6,metropt,permutation,6,0.3445528280118582,0.6831472224097671
diagnostic,timer_xl,17,metropt/permutation/replicate60,metropt,permutation,60,0.3433728466174118,0.68825360681174
diagnostic,timer_xl,17,metropt/permutation/replicate61,metropt,permutation,61,0.3679149096164355,0.6893033933914036
diagnostic,timer_xl,17,metropt/permutation/replicate62,metropt,permutation,62,0.32918649626061525,0.6543173108111611
diagnostic,timer_xl,17,metropt/permutation/replicate63,metropt,permutation,63,0.34690641740876715,0.7301945401739094
diagnostic,timer_xl,17,metropt/permutation/replicate64,metropt,permutation,64,0.34179787741207107,0.6720931191188619
diagnostic,timer_xl,17,metropt/permutation/replicate65,metropt,permutation,65,0.3509219446045548,0.7417947339639389
diagnostic,timer_xl,17,metropt/permutation/replicate66,metropt,permutation,66,0.34752503639108223,0.7300036820004497
diagnostic,timer_xl,17,metropt/permutation/replicate67,metropt,permutation,67,0.3601635398932592,0.7435727553719143
diagnostic,timer_xl,17,metropt/permutation/replicate68,metropt,permutation,68,0.36508197858954755,0.7310521611453247
diagnostic,timer_xl,17,metropt/permutation/replicate69,metropt,permutation,69,0.3823714326642831,0.7668505148307526
diagnostic,timer_xl,17,metropt/permutation/replicate7,metropt,permutation,7,0.34476442964166293,0.6784264367519175
diagnostic,timer_xl,17,metropt/permutation/replicate70,metropt,permutation,70,0.3407410132745474,0.6914382919969115
diagnostic,timer_xl,17,metropt/permutation/replicate71,metropt,permutation,71,0.3470737753368463,0.6653733682402743
diagnostic,timer_xl,17,metropt/permutation/replicate72,metropt,permutation,72,0.34037288318448783,0.7150949460179439
diagnostic,timer_xl,17,metropt/permutation/replicate73,metropt,permutation,73,0.3373040742962814,0.7149105096816276
diagnostic,timer_xl,17,metropt/permutation/replicate74,metropt,permutation,74,0.3384813901803988,0.6712069467104476
diagnostic,timer_xl,17,metropt/permutation/replicate75,metropt,permutation,75,0.3496446426580926,0.6742619014855858
diagnostic,timer_xl,17,metropt/permutation/replicate76,metropt,permutation,76,0.3493181589718321,0.7106270664935378
diagnostic,timer_xl,17,metropt/permutation/replicate77,metropt,permutation,77,0.34350221253024615,0.6819462447056543
diagnostic,timer_xl,17,metropt/permutation/replicate78,metropt,permutation,78,0.36957695888237696,0.7679774541916711
diagnostic,timer_xl,17,metropt/permutation/replicate79,metropt,permutation,79,0.31873547166598154,0.6998420539299404
diagnostic,timer_xl,17,metropt/permutation/replicate8,metropt,permutation,8,0.3294916622048564,0.7050482115293472
diagnostic,timer_xl,17,metropt/permutation/replicate80,metropt,permutation,80,0.3608141694955247,0.7328526758098213
diagnostic,timer_xl,17,metropt/permutation/replicate81,metropt,permutation,81,0.33529412099985856,0.6957853496068144
diagnostic,timer_xl,17,metropt/permutation/replicate82,metropt,permutation,82,0.3402296614463157,0.6788699049416861
diagnostic,timer_xl,17,metropt/permutation/replicate83,metropt,permutation,83,0.3454337952870016,0.6977748028396639
diagnostic,timer_xl,17,metropt/permutation/replicate84,metropt,permutation,84,0.34207766790864036,0.7205568403384806
diagnostic,timer_xl,17,metropt/permutation/replicate85,metropt,permutation,85,0.3715910986876399,0.751693925711004
diagnostic,timer_xl,17,metropt/permutation/replicate86,metropt,permutation,86,0.338069262969925,0.6759154200031405
diagnostic,timer_xl,17,metropt/permutation/replicate87,metropt,permutation,87,0.35316060428839485,0.7363388298315698
diagnostic,timer_xl,17,metropt/permutation/replicate88,metropt,permutation,88,0.34870693934171115,0.7022960724593545
diagnostic,timer_xl,17,metropt/permutation/replicate89,metropt,permutation,89,0.34796779985750154,0.7225459490611216
diagnostic,timer_xl,17,metropt/permutation/replicate9,metropt,permutation,9,0.34814070795920443,0.7439935583841695
diagnostic,timer_xl,17,metropt/permutation/replicate90,metropt,permutation,90,0.317026646272149,0.6584451212245431
diagnostic,timer_xl,17,metropt/permutation/replicate91,metropt,permutation,91,0.353179561986504,0.7444955847420012
diagnostic,timer_xl,17,metropt/permutation/replicate92,metropt,permutation,92,0.3545865472499119,0.7321281225910152
diagnostic,timer_xl,17,metropt/permutation/replicate93,metropt,permutation,93,0.33783337858064855,0.6821098435174022
diagnostic,timer_xl,17,metropt/permutation/replicate94,metropt,permutation,94,0.35762809381991223,0.6964848588730361
diagnostic,timer_xl,17,metropt/permutation/replicate95,metropt,permutation,95,0.32433063619358915,0.6953176984980565
diagnostic,timer_xl,17,metropt/permutation/replicate96,metropt,permutation,96,0.3554269982914657,0.6653793052281581
diagnostic,timer_xl,17,metropt/permutation/replicate97,metropt,permutation,97,0.3493421830669757,0.7031194003103473
diagnostic,timer_xl,17,metropt/permutation/replicate98,metropt,permutation,98,0.34221419788249396,0.7057137752754632
diagnostic,timer_xl,17,metropt/permutation/replicate99,metropt,permutation,99,0.3348749408911922,0.6411646456859337
diagnostic,timer_xl,17,pmsm/condition/legal_gauge_canonical_preprocessing/replicate0,pmsm,legal_gauge_canonical_preprocessing,0,0.07109688724722166,0.20277977990816243
diagnostic,timer_xl,17,pmsm/condition/legal_gauge_direct/replicate0,pmsm,legal_gauge_direct,0,0.07222753841047906,0.2026454689854562
diagnostic,timer_xl,17,pmsm/condition/reference/replicate0,pmsm,reference,0,0.07109701334643535,0.2027796392417281
diagnostic,timer_xl,17,pmsm/permutation/reference,pmsm,reference,0,0.09425786024151246,0.2573302085633936
diagnostic,timer_xl,17,pmsm/permutation/replicate0,pmsm,permutation,0,0.09373779537132623,0.263333725993657
diagnostic,timer_xl,17,pmsm/permutation/replicate1,pmsm,permutation,1,0.09273672500694322,0.25626246298499544
diagnostic,timer_xl,17,pmsm/permutation/replicate10,pmsm,permutation,10,0.08945001010138201,0.253897479994707
diagnostic,timer_xl,17,pmsm/permutation/replicate11,pmsm,permutation,11,0.09321180307977021,0.2619582556492549
diagnostic,timer_xl,17,pmsm/permutation/replicate12,pmsm,permutation,12,0.09285246168864933,0.2568719355779141
diagnostic,timer_xl,17,pmsm/permutation/replicate13,pmsm,permutation,13,0.09393563502543972,0.25885578124822234
diagnostic,timer_xl,17,pmsm/permutation/replicate14,pmsm,permutation,14,0.09237610254338816,0.25709099070561137
diagnostic,timer_xl,17,pmsm/permutation/replicate15,pmsm,permutation,15,0.09311999799503451,0.26169334762757956
diagnostic,timer_xl,17,pmsm/permutation/replicate16,pmsm,permutation,16,0.09309863794365698,0.2602683354130467
diagnostic,timer_xl,17,pmsm/permutation/replicate17,pmsm,permutation,17,0.09209898355745674,0.2589106729194953
diagnostic,timer_xl,17,pmsm/permutation/replicate18,pmsm,permutation,18,0.09217298011179981,0.2582142972621375
diagnostic,timer_xl,17,pmsm/permutation/replicate19,pmsm,permutation,19,0.09335892335409006,0.2622830152008984
diagnostic,timer_xl,17,pmsm/permutation/replicate2,pmsm,permutation,2,0.0934542139702857,0.26198244857036257
diagnostic,timer_xl,17,pmsm/permutation/replicate20,pmsm,permutation,20,0.09204092455089459,0.2566129327717904
diagnostic,timer_xl,17,pmsm/permutation/replicate21,pmsm,permutation,21,0.0923046663941965,0.2622530243421278
diagnostic,timer_xl,17,pmsm/permutation/replicate22,pmsm,permutation,22,0.08987538864203978,0.25609862483521023
diagnostic,timer_xl,17,pmsm/permutation/replicate23,pmsm,permutation,23,0.090080117636786,0.25471591861505993
diagnostic,timer_xl,17,pmsm/permutation/replicate24,pmsm,permutation,24,0.09330657497844927,0.26136433508993695
diagnostic,timer_xl,17,pmsm/permutation/replicate25,pmsm,permutation,25,0.0929301231664174,0.2600202866083278
diagnostic,timer_xl,17,pmsm/permutation/replicate26,pmsm,permutation,26,0.09451586662026489,0.2587956217088223
diagnostic,timer_xl,17,pmsm/permutation/replicate27,pmsm,permutation,27,0.09568249756847534,0.2621557382670556
diagnostic,timer_xl,17,pmsm/permutation/replicate28,pmsm,permutation,28,0.09304654498635244,0.260500248712671
diagnostic,timer_xl,17,pmsm/permutation/replicate29,pmsm,permutation,29,0.09188911621133053,0.2582400205418151
diagnostic,timer_xl,17,pmsm/permutation/replicate3,pmsm,permutation,3,0.09365821121943775,0.26198728069551247
diagnostic,timer_xl,17,pmsm/permutation/replicate30,pmsm,permutation,30,0.09287070900787517,0.25889091389367297
diagnostic,timer_xl,17,pmsm/permutation/replicate31,pmsm,permutation,31,0.09311811860795671,0.25813751100993565
diagnostic,timer_xl,17,pmsm/permutation/replicate32,pmsm,permutation,32,0.09233866607830178,0.2520380463582387
diagnostic,timer_xl,17,pmsm/permutation/replicate33,pmsm,permutation,33,0.09233023367989146,0.2574105213007308
diagnostic,timer_xl,17,pmsm/permutation/replicate34,pmsm,permutation,34,0.0940400560732412,0.2620056776606652
diagnostic,timer_xl,17,pmsm/permutation/replicate35,pmsm,permutation,35,0.09294655127240242,0.2589437559448724
diagnostic,timer_xl,17,pmsm/permutation/replicate36,pmsm,permutation,36,0.09082578307807057,0.25489669695957606
diagnostic,timer_xl,17,pmsm/permutation/replicate37,pmsm,permutation,37,0.09362232315596845,0.26023941838325304
diagnostic,timer_xl,17,pmsm/permutation/replicate38,pmsm,permutation,38,0.09370407971914031,0.26181002123698727
diagnostic,timer_xl,17,pmsm/permutation/replicate39,pmsm,permutation,39,0.09263650058096853,0.2565977993832077
diagnostic,timer_xl,17,pmsm/permutation/replicate4,pmsm,permutation,4,0.0930589786110896,0.25766094318029975
diagnostic,timer_xl,17,pmsm/permutation/replicate40,pmsm,permutation,40,0.0939047940993829,0.2597859928768627
diagnostic,timer_xl,17,pmsm/permutation/replicate41,pmsm,permutation,41,0.09349935404514396,0.2594367841585629
diagnostic,timer_xl,17,pmsm/permutation/replicate42,pmsm,permutation,42,0.09304757075266461,0.25730684885798066
diagnostic,timer_xl,17,pmsm/permutation/replicate43,pmsm,permutation,43,0.09093547823195292,0.25380286271733454
diagnostic,timer_xl,17,pmsm/permutation/replicate44,pmsm,permutation,44,0.09117185877165038,0.2526091007963102
diagnostic,timer_xl,17,pmsm/permutation/replicate45,pmsm,permutation,45,0.09403879632232733,0.2598175040663946
diagnostic,timer_xl,17,pmsm/permutation/replicate46,pmsm,permutation,46,0.09120138873122388,0.2586344126828381
diagnostic,timer_xl,17,pmsm/permutation/replicate47,pmsm,permutation,47,0.09245006702970653,0.2545212571508749
diagnostic,timer_xl,17,pmsm/permutation/replicate48,pmsm,permutation,48,0.09179328768617727,0.253729783289761
diagnostic,timer_xl,17,pmsm/permutation/replicate49,pmsm,permutation,49,0.09184216817341315,0.2601777105407143
diagnostic,timer_xl,17,pmsm/permutation/replicate5,pmsm,permutation,5,0.09167768419902492,0.25685721182478893
diagnostic,timer_xl,17,pmsm/permutation/replicate50,pmsm,permutation,50,0.0918150842271569,0.25824973690958014
diagnostic,timer_xl,17,pmsm/permutation/replicate51,pmsm,permutation,51,0.0933302711094349,0.2570201816479824
diagnostic,timer_xl,17,pmsm/permutation/replicate52,pmsm,permutation,52,0.09309922111440401,0.261470902308288
diagnostic,timer_xl,17,pmsm/permutation/replicate53,pmsm,permutation,53,0.09270631599500052,0.25628253694010905
diagnostic,timer_xl,17,pmsm/permutation/replicate54,pmsm,permutation,54,0.09300491581960266,0.25884648978253794
diagnostic,timer_xl,17,pmsm/permutation/replicate55,pmsm,permutation,55,0.09346192865809043,0.25915549515005615
